RETAILER_CODE,RANG,GAME_CODE_RECOMMANDE,SCORE_POPULARITE_GLOBALE
28901701,4,9,0
28901701,5,10,0
28902701,1,2,27338963000
28902701,2,6,828900500
28902701,3,7,289312000
28902701,4,9,0
28902701,5,10,0
28903401,1,3,1406896750
28903401,2,6,829438000
28903401,3,7,289504750
28903401,4,9,0
28903401,5,10,0
28904650,1,3,1407992250
28904650,2,6,829899500
28904650,3,7,289660750
28904650,4,9,0
28904650,5,10,0
28905301,1,2,27338978250
28905301,2,5,1409640750
28905301,3,3,1408434250
28905301,4,6,830021250
28905301,5,7,289751000
28905401,1,5,1409492500
28905401,2,6,829921250
28905401,3,7,289656750
28905401,4,9,0
28905401,5,10,0
28905701,1,3,1407836000
28905701,2,6,829534500
28905701,3,7,289636500
28905701,4,9,0
28905701,5,10,0
28906401,1,3,1408066750
28906401,2,6,829945500
28906401,3,7,289701000
28906401,4,9,0
28906401,5,10,0
28906701,1,5,1409629500
28906701,2,3,1408457750
28906701,3,6,830046500
28906701,4,7,289751000
28906701,5,9,0
28906801,1,5,1409363500
28906801,2,6,829786750
28906801,3,7,289614750
28906801,4,9,0
28906801,5,10,0
28907401,1,3,1408383750
28907401,2,6,830020750
28907401,3,7,289717000
28907401,4,9,0
28907401,5,10,0
28907901,1,5,1408885750
28907901,2,6,829558000
28907901,3,7,289569250
28907901,4,9,0
28907901,5,10,0
28908101,1,3,1407827500
28908101,2,6,829496000
28908101,3,7,289547250
28908101,4,9,0
28908101,5,10,0
28908401,1,2,27338975250
28908401,2,3,1408402250
28908401,3,7,289740750
28908401,4,9,0
28908401,5,10,0
28908750,1,5,1409223250
28908750,2,6,829974750
28908750,3,7,289704750
28908750,4,9,0
28908750,5,10,0
28908801,1,5,1409159250
28908801,2,6,829655750
28908801,3,7,289581500
28908801,4,9,0
28908801,5,10,0
28909101,1,5,1409429500
28909101,2,6,829843750
28909101,3,7,289611500
28909101,4,9,0
28909101,5,10,0
28909201,1,3,1406856500
28909201,2,6,828804250
28909201,3,7,289175250
28909201,4,9,0
28909201,5,10,0
28909401,1,5,1409639250
28909401,2,3,1408457500
28909401,3,6,830019250
28909401,4,7,289751000
28909401,5,9,0
28911801,1,5,1409640750
28911801,2,3,1408452750
28911801,3,6,830051250
28911801,4,7,289751000
28911801,5,9,0
28911901,1,5,1409634750
28911901,2,3,1408423250
28911901,3,7,289738500
28911901,4,9,0
28911901,5,10,0
28914610,1,2,27338976000
28914610,2,6,829906250
28914610,3,7,289687250
28914610,4,9,0
28914610,5,10,0
28915320,1,5,1409578750
28915320,2,3,1408404000
28915320,3,7,289738500
28915320,4,9,0
28915320,5,10,0
28916801,1,2,27334613000
28916801,2,5,1409638750
28916801,3,3,1408458250
28916801,4,6,830053250
28916801,5,7,289751000
28917401,1,1,450200904800
28917401,2,2,27338978250
28917401,3,5,1409640750
28917401,4,3,1408458250
28917401,5,6,830053250
28917801,1,3,1407894500
28917801,2,6,829666250
28917801,3,7,289638500
28917801,4,9,0
28917801,5,10,0
28918601,1,3,1407513500
28918601,2,6,829554000
28918601,3,7,289526500
28918601,4,9,0
28918601,5,10,0
28923050,1,2,27338978250
28923050,2,5,1409106250
28923050,3,6,829615750
28923050,4,7,289635500
28923050,5,9,0
28923250,1,2,27338978250
28923250,2,5,1408812250
28923250,3,6,829642250
28923250,4,7,289633750
28923250,5,9,0
28929901,1,3,1408354500
28929901,2,6,829986250
28929901,3,7,289686250
28929901,4,9,0
28929901,5,10,0
28956501,1,5,1408192500
28956501,2,6,829499250
28956501,3,7,289563000
28956501,4,9,0
28956501,5,10,0
29000001,1,5,1408257500
29000001,2,6,829068500
29000001,3,7,289559500
29000001,4,9,0
29000001,5,10,0
29000101,1,3,1407276750
29000101,2,6,829535250
29000101,3,7,289470750
29000101,4,9,0
29000101,5,10,0
29001301,1,3,1407101750
29001301,2,6,827019500
29001301,3,7,288547500
29001301,4,9,0
29001301,5,10,0
29001500,1,5,1407919500
29001500,2,6,828768250
29001500,3,7,289322500
29001500,4,9,0
29001500,5,10,0
29001601,1,5,1409362250
29001601,2,3,1408202500
29001601,3,7,289668000
29001601,4,9,0
29001601,5,10,0
29002201,1,5,1409639000
29002201,2,3,1408458250
29002201,3,6,830051750
29002201,4,7,289751000
29002201,5,9,0
29002830,1,2,27338978250
29002830,2,5,1409615750
29002830,3,3,1408442750
29002830,4,6,830053250
29002830,5,7,289751000
29003301,1,3,1407986500
29003301,2,6,829690750
29003301,3,7,289575000
29003301,4,9,0
29003301,5,10,0
29003601,1,3,1408346500
29003601,2,6,829921250
29003601,3,7,289719000
29003601,4,9,0
29003601,5,10,0
29005201,1,5,1409574000
29005201,2,6,830028250
29005201,3,7,289750000
29005201,4,9,0
29005201,5,10,0
29005301,1,2,27332499250
29005301,2,5,1409640750
29005301,3,3,1408458250
29005301,4,6,830053250
29005301,5,7,289750500
29005701,1,2,27338963750
29005701,2,5,1409627500
29005701,3,7,289750250
29005701,4,9,0
29005701,5,10,0
29008901,1,3,1408392750
29008901,2,6,829905500
29008901,3,7,289725000
29008901,4,9,0
29008901,5,10,0
29011001,1,3,1408444250
29011001,2,6,830009750
29011001,3,7,289744000
29011001,4,9,0
29011001,5,10,0
29011601,1,5,1409481750
29011601,2,6,829848750
29011601,3,7,289648500
29011601,4,9,0
29011601,5,10,0
29015601,1,3,1408374250
29015601,2,6,829888000
29015601,3,7,289700750
29015601,4,9,0
29015601,5,10,0
29016700,1,3,1407757750
29016700,2,6,829554750
29016700,3,7,289561750
29016700,4,9,0
29016700,5,10,0
29019750,1,5,1409213250
29019750,2,6,829839250
29019750,3,7,289717750
29019750,4,9,0
29019750,5,10,0
29022201,1,2,27338976250
29022201,2,5,1409624250
29022201,3,6,830032250
29022201,4,7,289751000
29022201,5,9,0
29101010,1,5,1409104250
29101010,2,6,829660250
29101010,3,7,289575750
29101010,4,9,0
29101010,5,10,0
29101201,1,3,1407783500
29101201,2,6,829308750
29101201,3,7,289610500
29101201,4,9,0
29101201,5,10,0
29101310,1,2,27338978250
29101310,2,3,1406852000
29101310,3,6,828824750
29101310,4,7,289445500
29101310,5,9,0
29101801,1,3,1408353500
29101801,2,6,829988000
29101801,3,7,289708250
29101801,4,9,0
29101801,5,10,0
29101901,1,3,1406859500
29101901,2,6,828957250
29101901,3,7,289428750
29101901,4,9,0
29101901,5,10,0
29102510,1,2,27338832750
29102510,2,6,829170000
29102510,3,7,289330750
29102510,4,9,0
29102510,5,10,0
29102790,1,2,27338978250
29102790,2,3,1408190000
29102790,3,6,829747750
29102790,4,7,289550250
29102790,5,9,0
29105010,1,3,1407834500
29105010,2,6,829604250
29105010,3,7,289551750
29105010,4,9,0
29105010,5,10,0
29105101,1,3,1408106000
29105101,2,6,829788250
29105101,3,7,289698250
29105101,4,9,0
29105101,5,10,0
29108401,1,5,1409492750
29108401,2,3,1408372750
29108401,3,7,289702000
29108401,4,9,0
29108401,5,10,0
29108610,1,3,1407533750
29108610,2,6,829021250
29108610,3,7,289395500
29108610,4,9,0
29108610,5,10,0
29110501,1,1,450200904300
29110501,2,2,27338978250
29110501,3,5,1409640750
29110501,4,3,1408458250
29110501,5,6,830053250
29111101,1,2,27338959000
29111101,2,5,1409640750
29111101,3,3,1408458250
29111101,4,6,830053250
29111101,5,7,289751000
29115201,1,5,1407641500
29115201,2,6,829104750
29115201,3,7,289350250
29115201,4,9,0
29115201,5,10,0
29117601,1,3,1407347500
29117601,2,6,829234250
29117601,3,7,289530500
29117601,4,9,0
29117601,5,10,0
29200901,1,5,1409516000
29200901,2,6,829967750
29200901,3,7,289738500
29200901,4,9,0
29200901,5,10,0
29201901,1,5,1409640750
29201901,2,3,1408457750
29201901,3,6,830031500
29201901,4,7,289751000
29201901,5,9,0
29202001,1,1,450181267400
29202001,2,2,27338978250
29202001,3,5,1409640750
29202001,4,3,1408458250
29202001,5,6,830053250
29202101,1,3,1408431000
29202101,2,6,830023000
29202101,3,7,289720750
29202101,4,9,0
29202101,5,10,0
29223610,1,3,1405270000
29223610,2,6,828274500
29223610,3,7,289084500
29223610,4,9,0
29223610,5,10,0
29300401,1,3,1408147250
29300401,2,6,829755500
29300401,3,7,289643250
29300401,4,9,0
29300401,5,10,0
29301101,1,2,27338978250
29301101,2,5,1409640750
29301101,3,3,1408458250
29301101,4,6,830034750
29301101,5,7,289751000
29301201,1,1,450200568500
29301201,2,2,27338978250
29301201,3,5,1409640750
29301201,4,3,1408458250
29301201,5,6,830053250
29301520,1,2,27338974750
29301520,2,6,829230000
29301520,3,7,289304750
29301520,4,9,0
29301520,5,10,0
29302290,1,2,27338978250
29302290,2,3,1402312000
29302290,3,6,829046750
29302290,4,7,289431250
29302290,5,9,0
29305410,1,3,1407469250
29305410,2,6,829175500
29305410,3,7,289549750
29305410,4,9,0
29305410,5,10,0
29355301,1,3,1405001000
29355301,2,6,829355250
29355301,3,7,289539500
29355301,4,9,0
29355301,5,10,0
29400310,1,2,27338975750
29400310,2,5,1409463500
29400310,3,7,289683750
29400310,4,9,0
29400310,5,10,0
29400410,1,2,27338773250
29400410,2,6,829385500
29400410,3,7,289464250
29400410,4,9,0
29400410,5,10,0
29401301,1,3,1408443750
29401301,2,6,830042000
29401301,3,7,289745000
29401301,4,9,0
29401301,5,10,0
29402001,1,3,1407724500
29402001,2,6,829153250
29402001,3,7,289452250
29402001,4,9,0
29402001,5,10,0
29402650,1,3,1408160000
29402650,2,6,829868250
29402650,3,7,289642500
29402650,4,9,0
29402650,5,10,0
29403010,1,2,27338978000
29403010,2,6,829411750
29403010,3,7,289484250
29403010,4,9,0
29403010,5,10,0
29406710,1,2,27338978250
29406710,2,3,1407891500
29406710,3,6,829737500
29406710,4,7,289646250
29406710,5,9,0
29407401,1,5,1409637500
29407401,2,3,1408458250
29407401,3,6,830023750
29407401,4,7,289750000
29407401,5,9,0
29410750,1,5,1409289750
29410750,2,3,1408171750
29410750,3,7,289663750
29410750,4,9,0
29410750,5,10,0
29411401,1,2,27338824750
29411401,2,6,829814750
29411401,3,7,289690250
29411401,4,9,0
29411401,5,10,0
29500120,1,3,1405717000
29500120,2,6,828136500
29500120,3,7,289035750
29500120,4,9,0
29500120,5,10,0
29500410,1,2,27338965750
29500410,2,3,1408382750
29500410,3,7,289711000
29500410,4,9,0
29500410,5,10,0
29501001,1,2,27338978250
29501001,2,3,1408026750
29501001,3,6,829747000
29501001,4,7,289626750
29501001,5,9,0
29501310,1,2,27338978000
29501310,2,6,829891250
29501310,3,7,289656250
29501310,4,9,0
29501310,5,10,0
29501901,1,1,450200904300
29501901,2,2,27338977250
29501901,3,5,1409640750
29501901,4,3,1408458250
29501901,5,6,830053250
29502901,1,2,27335478750
29502901,2,6,826798000
29502901,3,7,288601000
29502901,4,9,0
29502901,5,10,0
29503101,1,1,450200383200
29503101,2,2,27338978250
29503101,3,5,1409640750
29503101,4,3,1408458250
29503101,5,6,830053250
29503401,1,2,27338978250
29503401,2,5,1409640750
29503401,3,3,1408458250
29503401,4,6,830050500
29503401,5,7,289748250
29503801,1,2,27338978250
29503801,2,3,1408458250
29503801,3,6,830047250
29503801,4,7,289749500
29503801,5,9,0
29504801,1,2,27338880500
29504801,2,6,829681500
29504801,3,7,289574000
29504801,4,9,0
29504801,5,10,0
29512201,1,2,27338978250
29512201,2,5,1409370750
29512201,3,6,830010250
29512201,4,7,289751000
29512201,5,9,0
29601101,1,3,1407891500
29601101,2,6,829893000
29601101,3,7,289685000
29601101,4,9,0
29601101,5,10,0
29601301,1,3,1407935250
29601301,2,6,829745000
29601301,3,7,289608500
29601301,4,9,0
29601301,5,10,0
29602101,1,2,27336523500
29602101,2,5,1409640750
29602101,3,3,1408458250
29602101,4,6,830053250
29602101,5,7,289751000
29602801,1,3,1407261250
29602801,2,6,829762750
29602801,3,7,289673000
29602801,4,9,0
29602801,5,10,0
29603001,1,2,27326340250
29603001,2,5,1409624750
29603001,3,3,1408458250
29603001,4,6,830053250
29603001,5,7,289751000
29603201,1,2,27302869000
29603201,2,5,1409640750
29603201,3,3,1408458250
29603201,4,6,830053250
29603201,5,7,289751000
29603701,1,5,1409339000
29603701,2,3,1408288250
29603701,3,7,289539250
29603701,4,9,0
29603701,5,10,0
29604110,1,2,27338978250
29604110,2,5,1409496250
29604110,3,6,829920750
29604110,4,7,289664500
29604110,5,9,0
29604301,1,3,1408455750
29604301,2,6,830007750
29604301,3,7,289750250
29604301,4,9,0
29604301,5,10,0
29604501,1,3,1406554500
29604501,2,6,829633250
29604501,3,7,289596750
29604501,4,9,0
29604501,5,10,0
29605301,1,2,27338978250
29605301,2,5,1409207250
29605301,3,6,829818500
29605301,4,7,289743250
29605301,5,9,0
29605601,1,5,1409558750
29605601,2,6,829985250
29605601,3,7,289700000
29605601,4,9,0
29605601,5,10,0
29606201,1,1,450200482100
29606201,2,2,27338978250
29606201,3,5,1409640750
29606201,4,3,1408458250
29606201,5,6,830053250
29606701,1,2,27334717750
29606701,2,5,1409640750
29606701,3,3,1408458250
29606701,4,6,830053250
29606701,5,7,289751000
29607301,1,2,27338977750
29607301,2,5,1409595250
29607301,3,7,289739500
29607301,4,9,0
29607301,5,10,0
29607701,1,3,1407755500
29607701,2,6,829907500
29607701,3,7,289696500
29607701,4,9,0
29607701,5,10,0
29607801,1,1,450187978800
29607801,2,5,1409640750
29607801,3,3,1408458250
29607801,4,6,830053250
29607801,5,7,289751000
29608101,1,2,27338931750
29608101,2,5,1409640750
29608101,3,3,1408458250
29608101,4,6,830052000
29608101,5,7,289751000
29609110,1,2,27338862750
29609110,2,6,828524000
29609110,3,7,289346250
29609110,4,9,0
29609110,5,10,0
29609820,1,2,27336432250
29609820,2,5,1409640750
29609820,3,3,1408458250
29609820,4,6,830053250
29609820,5,7,289751000
29616100,1,3,1408217000
29616100,2,6,829897500
29616100,3,7,289740750
29616100,4,9,0
29616100,5,10,0
29616601,1,5,1409401750
29616601,2,3,1408262250
29616601,3,6,830000500
29616601,4,7,289751000
29616601,5,9,0
29618201,1,3,1407758250
29618201,2,6,829434500
29618201,3,7,289453250
29618201,4,9,0
29618201,5,10,0
29618501,1,3,1405043000
29618501,2,6,827699250
29618501,3,7,288807750
29618501,4,9,0
29618501,5,10,0
29624501,1,3,1408026250
29624501,2,6,829602500
29624501,3,7,289649250
29624501,4,9,0
29624501,5,10,0
29627001,1,2,27338951750
29627001,2,6,829651750
29627001,3,7,289617000
29627001,4,9,0
29627001,5,10,0
29638901,1,3,1405189750
29638901,2,6,827710750
29638901,3,7,288988750
29638901,4,9,0
29638901,5,10,0
29645301,1,3,1408387250
29645301,2,6,829985250
29645301,3,7,289739000
29645301,4,9,0
29645301,5,10,0
29701260,1,3,1406563000
29701260,2,6,829149500
29701260,3,7,289528500
29701260,4,9,0
29701260,5,10,0
29702050,1,2,27338976750
29702050,2,6,829008250
29702050,3,7,288999000
29702050,4,9,0
29702050,5,10,0
29702601,1,3,1407230250
29702601,2,6,829390750
29702601,3,7,289447000
29702601,4,9,0
29702601,5,10,0
29705501,1,3,1407892250
29705501,2,6,829385250
